City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Itacarambi,BR,-15.1022,-44.0919,71.02,57,82,2.66,broken clouds
450,Saint-Georges,GD,12.0564,-61.7485,78.48,78,75,19.57,broken clouds
451,Buraydah,SA,26.326,43.975,70.25,12,25,8.66,scattered clouds
452,Port Hardy,CA,50.6996,-127.4199,42.8,93,100,16.11,moderate rain
453,Karema,TZ,-6.8205,30.4389,70.59,86,100,7.43,light rain
454,Husavik,IS,66.0449,-17.3389,35.06,99,100,3.27,snow
455,Yarmouth,US,41.7057,-70.2286,40.96,77,0,0.0,clear sky
456,Roebourne,AU,-20.7833,117.1333,91.96,45,0,11.79,clear sky
457,Piranhas,BR,-16.4269,-51.8222,72.3,78,5,4.14,clear sky
458,Ketchikan,US,55.3422,-131.6461,37.38,100,100,8.05,mist
459,Santiago Del Estero,AR,-27.7951,-64.2615,56.26,57,21,7.18,few clouds
460,Gao,ML,16.6362,1.637,77.22,6,51,0.98,broken clouds
461,Vetlanda,SE,57.4289,15.0776,25.47,81,41,4.68,scattered clouds
462,Farafangana,MG,-22.8167,47.8333,74.1,85,18,6.51,few clouds
463,Katherine,AU,-14.4667,132.2667,97.12,17,51,8.05,broken clouds
464,Bonavista,CA,48.6499,-53.1147,32.86,88,99,19.22,overcast clouds
465,Williamsburg,US,37.2707,-76.7075,49.77,79,20,5.75,few clouds
466,Ixtapa,MX,20.7,-105.2,67.23,88,0,0.0,clear sky
467,Saint-Augustin,CA,51.226,-58.6502,33.04,97,100,18.1,light snow
468,Natal,BR,-5.795,-35.2094,80.82,89,40,8.05,scattered clouds
469,Port Keats,AU,-14.25,129.55,91.67,41,10,8.1,clear sky
470,Valdivia,CL,-39.8142,-73.2459,39.29,93,22,1.9,few clouds
471,Sayat,TM,38.7839,63.8803,73.27,16,24,11.21,few clouds
472,Ojinaga,MX,29.5667,-104.4167,76.15,31,0,11.5,clear sky
473,Santa Rosa,PH,14.3122,121.1114,91.38,62,28,15.12,scattered clouds
474,Chapais,CA,49.7834,-74.8492,17.38,98,100,2.64,overcast clouds
475,Zhangjiakou,CN,40.81,114.8794,55.98,17,2,3.6,clear sky
476,Kudat,MY,6.8837,116.8477,84.13,84,20,4.61,moderate rain
477,Moyo,UG,3.6609,31.7247,71.08,68,81,3.74,broken clouds
478,Somerset,US,40.5668,-74.5496,44.82,73,100,1.99,overcast clouds
479,Nicoya,CR,10.1483,-85.452,78.84,72,27,4.79,scattered clouds
480,Shirokiy,RU,49.758,129.523,43.09,86,66,7.54,broken clouds
481,La Asuncion,VE,11.0333,-63.8628,76.66,85,78,19.66,broken clouds
482,Solnechnyy,RU,50.7214,136.6319,40.73,91,100,5.75,overcast clouds
483,Iwanai,JP,42.9744,140.5089,45.19,65,12,10.96,few clouds
484,Eregli,TR,37.5133,34.0467,55.27,40,10,1.57,clear sky
485,Beja,TN,36.7256,9.1817,42.46,77,99,3.04,overcast clouds
486,Clonakilty,IE,51.6231,-8.8706,36.61,87,68,6.04,broken clouds
487,Porto Novo,BJ,6.4965,2.6036,82.22,84,100,6.62,overcast clouds
488,Tripoli,LY,32.8752,13.1875,57.72,75,58,16.87,broken clouds
489,Duku,NG,11.2361,4.9073,80.31,35,100,4.23,overcast clouds
490,Atyashevo,RU,54.5644,46.0691,38.59,100,100,10.49,overcast clouds
491,Svobodnyy,RU,51.4,128.1333,53.24,46,86,19.62,overcast clouds
492,Makakilo City,US,21.3469,-158.0858,73.72,78,100,17.27,light intensity drizzle
493,Muzaffarabad,PK,34.37,73.4711,83.71,17,37,1.54,scattered clouds
494,La Ronge,CA,55.1001,-105.2842,30.45,64,100,9.22,overcast clouds
495,Ahuimanu,US,21.4447,-157.8378,74.91,80,75,17.27,broken clouds
496,Malanje,AO,-9.5402,16.341,65.34,98,100,5.95,light rain
497,Pitsunda,GE,43.1592,40.3378,53.78,79,98,8.99,overcast clouds
498,Papar,MY,5.7333,115.9333,89.6,61,99,5.97,moderate rain
499,Nemuro,JP,43.3236,145.575,39.47,74,1,14.76,clear sky
500,San Policarpo,PH,12.1791,125.5072,82.63,73,51,9.35,broken clouds
501,Evensk,RU,61.95,159.2333,26.55,76,30,1.54,scattered clouds
502,Kilindoni,TZ,-7.9139,39.6668,81.88,73,40,3.24,scattered clouds
503,Turayf,SA,31.6725,38.6637,62.85,25,0,4.61,clear sky
504,Itaituba,BR,-4.2761,-55.9836,72.37,100,91,0.2,overcast clouds
505,Sabang,ID,5.8933,95.3214,81.86,72,100,7.29,light rain
506,Floro,NO,61.5996,5.0328,35.56,93,100,10.36,snow
507,Primo Tapia,MX,32.22,-116.9172,60.44,82,64,1.66,broken clouds
508,Ca Mau,VN,9.1769,105.15,81.75,75,100,7.16,overcast clouds
509,Olafsvik,IS,64.8945,-23.7142,42.17,99,100,9.71,light rain
510,Wajid,SO,3.8093,43.2471,82.53,53,97,17.98,overcast clouds
511,Torbay,CA,47.6666,-52.7314,34.57,91,100,16.11,light shower snow
512,Kariba,ZW,-16.5167,28.8,68.34,89,4,4.74,clear sky
513,Hopkinsville,US,36.8656,-87.4886,50.04,91,11,6.85,few clouds
514,Dakoro,NE,14.5106,6.765,78.06,5,85,7.16,overcast clouds
515,Mehamn,NO,71.0357,27.8492,26.58,65,100,15.77,overcast clouds
516,Mayskiy,RU,47.6931,40.1025,54.81,72,30,14.76,scattered clouds
517,Hamilton,US,39.1834,-84.5333,44.04,70,75,20.71,broken clouds
518,Beisfjord,NO,68.3751,17.5988,20.05,83,90,9.64,overcast clouds
519,Varnsdorf,CZ,50.9115,14.6182,27.57,75,100,7.14,overcast clouds
520,Gaomi,CN,36.3833,119.7528,63.9,30,1,8.25,clear sky
521,Saint-Louis,SN,16.3333,-15.0,67.24,53,2,13.47,clear sky
522,Batsfjord,NO,70.6345,29.7185,22.78,93,100,3.44,snow
523,Kharp,RU,66.8014,65.8081,16.03,85,30,4.32,scattered clouds
524,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,94,20,3.44,few clouds
525,Sackville,CA,45.9188,-64.3846,34.38,74,8,13.47,clear sky
526,Port Blair,IN,11.6667,92.75,87.84,70,40,10.36,haze
527,Buritizeiro,BR,-17.3511,-44.9622,67.8,56,23,1.16,few clouds
528,Pevek,RU,69.7008,170.3133,1.22,88,100,3.31,overcast clouds
529,Alta Floresta,BR,-9.8756,-56.0861,70.2,97,8,2.1,clear sky
530,Kyzyl,RU,51.7,94.45,34.83,78,99,2.93,light snow
531,Fare,PF,-16.7,-151.0167,81.7,76,27,5.32,light rain
532,Sale,MA,34.0389,-6.8166,52.75,100,40,0.0,scattered clouds
533,Yuanping,CN,38.7153,112.7575,59.45,11,0,4.85,clear sky
534,Masterton,NZ,-40.9597,175.6575,67.89,77,1,0.45,clear sky
535,Khilok,RU,51.3674,110.4676,39.16,59,73,14.27,broken clouds
536,La Ligua,CL,-32.4524,-71.2311,59.86,77,27,0.85,scattered clouds
537,Estacion Coahuila,MX,32.1939,-115.0017,66.2,56,66,8.99,broken clouds
538,Ankazobe,MG,-18.3167,47.1167,66.36,72,0,2.19,clear sky
539,Lodja,CD,-3.4833,23.4333,67.55,99,99,1.23,light rain
540,Nyandoma,RU,61.669,40.1991,18.34,90,66,7.52,broken clouds
541,Perth,AU,-31.9333,115.8333,87.01,60,75,8.05,broken clouds
542,Holme,DK,56.1138,10.1725,29.77,87,82,6.33,broken clouds
543,Nortelandia,BR,-14.4547,-56.8028,68.54,97,5,0.76,clear sky
544,Bontang,ID,0.1333,117.5,79.14,80,100,4.61,overcast clouds
545,Kavaratti,IN,10.5669,72.642,82.49,71,5,2.82,clear sky
546,Ban Nahin,LA,18.2418,104.2122,79.38,31,98,3.96,overcast clouds
547,Oriximina,BR,-1.7656,-55.8661,73.63,97,99,2.28,moderate rain
548,Qaqortoq,GL,60.7167,-46.0333,35.56,93,100,2.62,light rain
549,Bud,US,39.447,-86.1758,40.86,80,50,15.37,scattered clouds
550,Laplace,US,30.0666,-90.4801,63.99,94,0,3.44,clear sky
551,Sherlovaya Gora,RU,50.5667,116.25,54.0,24,44,21.47,scattered clouds
552,Banda Aceh,ID,5.5577,95.3222,81.46,77,100,6.31,overcast clouds
553,Iquitos,PE,-3.7481,-73.2472,71.64,94,75,3.44,broken clouds
554,Axim,GH,4.8699,-2.2405,79.83,87,100,10.92,light rain
555,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,94,75,10.54,broken clouds
556,Asyut,EG,27.181,31.1837,77.83,8,96,5.39,overcast clouds
557,Jajce,BA,44.3422,17.2656,32.05,95,100,2.75,overcast clouds
558,Kloulklubed,PW,7.0419,134.2556,82.9,71,30,6.15,scattered clouds
559,Mikhaylovskoye,RU,51.8239,79.7172,48.34,62,100,12.21,overcast clouds
560,Matay,EG,28.419,30.7792,70.97,30,100,10.02,overcast clouds
561,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,88,77,6.31,broken clouds
562,Naryan-Mar,RU,67.6713,53.087,12.31,93,97,6.62,overcast clouds
563,Bana,CM,5.1481,10.2762,61.36,96,100,0.94,overcast clouds
564,Ust-Nera,RU,64.5667,143.2,13.21,76,99,1.45,overcast clouds
565,Acajutla,SV,13.5928,-89.8275,81.01,80,60,7.18,broken clouds
566,Veraval,IN,20.9,70.3667,85.33,48,9,4.29,clear sky
567,Barillas,GT,15.8036,-91.3158,62.38,75,63,3.51,broken clouds
568,Takoradi,GH,4.8845,-1.7554,79.09,88,100,9.73,overcast clouds
569,Bougouni,ML,11.417,-7.479,80.69,57,97,7.94,overcast clouds
570,Waipawa,NZ,-41.4122,175.5153,62.17,83,23,3.31,few clouds
571,Ravar,IR,31.2656,56.8055,76.71,11,30,1.79,scattered clouds
572,Svetlogorsk,BY,52.6333,29.7333,28.83,92,100,10.16,overcast clouds
573,Acapulco,MX,16.8634,-99.8901,75.02,78,20,5.75,few clouds
574,Tecoanapa,MX,16.5167,-98.75,75.33,71,52,3.67,broken clouds
575,Ekibastuz,KZ,51.6667,75.3667,48.79,40,100,16.42,overcast clouds
576,Portland,US,45.5234,-122.6762,49.93,76,20,5.75,few clouds
577,Bubaque,GW,11.2833,-15.8333,74.07,68,93,10.22,overcast clouds
578,Winnemucca,US,40.973,-117.7357,46.45,29,0,13.8,clear sky
579,Lipno,PL,52.8444,19.1785,25.75,74,84,8.57,broken clouds
580,Ballina,AU,-28.8667,153.5667,84.38,77,62,9.95,broken clouds
581,Chara,RU,56.9064,118.2631,28.13,52,32,13.89,scattered clouds
582,Angoche,MZ,-16.2325,39.9086,77.67,81,42,2.75,scattered clouds
583,Tawang,IN,27.5833,91.8667,53.98,73,89,6.46,overcast clouds
584,Ullal,IN,12.8,74.85,88.75,62,75,4.61,broken clouds
585,Basoko,CD,1.2391,23.616,70.47,95,99,2.26,light rain
586,Mosquera,CO,4.7059,-74.2302,51.89,87,75,3.44,broken clouds
587,Camacha,PT,33.0833,-16.3333,56.62,82,40,13.8,scattered clouds
588,Sauda,NO,59.6506,6.3542,39.69,94,100,3.44,overcast clouds
589,Kirakira,SB,-10.4544,161.9205,84.45,72,83,8.05,broken clouds
590,Ruidoso,US,33.3317,-105.673,57.96,17,0,8.05,clear sky
591,Vysokogornyy,RU,50.1167,139.15,36.52,94,74,10.0,broken clouds
592,Sangar,RU,63.9242,127.4739,26.1,81,100,2.44,overcast clouds
593,Mantua,IT,45.1667,10.7833,43.84,89,81,0.6,broken clouds
594,Iglino,RU,54.8324,56.4126,42.89,74,98,17.94,overcast clouds
595,Noumea,NC,-22.2763,166.4572,85.98,99,93,16.04,overcast clouds
596,Diffa,NE,13.3154,12.6113,77.92,8,99,8.48,overcast clouds
597,Kautokeino,NO,69.0125,23.0412,13.95,90,99,7.52,overcast clouds
598,Mackay,AU,-21.15,149.2,79.68,74,58,10.69,broken clouds
599,Kawalu,ID,-7.3817,108.2082,84.11,70,47,4.29,scattered clouds
600,Awjilah,LY,29.1081,21.2869,69.55,21,72,9.64,broken clouds
601,Gannan,CN,47.9147,123.5031,68.04,12,0,14.34,clear sky
602,Jackson,US,42.4165,-122.8345,48.85,51,0,1.01,clear sky
603,Lazaro Cardenas,MX,17.9583,-102.2,70.34,84,10,4.0,clear sky
604,Mbanza-Ngungu,CD,-5.25,14.8667,67.73,98,100,2.26,light rain
605,Tiznit,MA,29.5833,-9.5,55.09,83,87,3.69,overcast clouds
606,Coahuayana,MX,18.7333,-103.6833,66.74,86,1,3.51,clear sky
607,Belaya Gora,RU,68.5333,146.4167,7.25,79,99,2.15,overcast clouds
608,Dengzhou,CN,37.8086,120.7508,52.93,61,1,6.29,clear sky
609,Bereda,ES,43.2686,-7.5406,34.57,93,56,2.08,broken clouds
610,Boudry,CH,46.9499,6.8376,29.7,89,20,8.05,few clouds
611,Vila Velha,BR,-20.3297,-40.2925,76.95,92,75,1.14,broken clouds
612,Kampot,KH,10.6167,104.1833,80.65,81,100,13.58,moderate rain
613,Juegang,CN,32.3174,121.1855,54.25,48,0,8.05,clear sky
614,Lata,PT,40.1629,-8.3327,39.92,59,25,4.76,scattered clouds
615,Kudahuvadhoo,MV,2.6708,72.8944,82.87,65,1,2.26,clear sky
616,Muroto,JP,33.2833,134.15,54.79,74,100,11.1,overcast clouds
617,Sabla,NG,12.7525,4.7077,77.32,8,78,3.87,broken clouds
618,Dauriya,RU,49.9333,116.8667,58.95,16,33,16.82,scattered clouds
619,Naze,JP,28.3667,129.4833,58.12,74,100,14.74,light rain
620,Rio Pardo,BR,-29.9897,-52.3781,59.58,98,53,6.49,broken clouds
621,Medea,DZ,36.2642,2.7539,38.1,69,84,3.69,broken clouds
622,Mayo,US,38.8876,-76.5119,48.15,80,0,13.0,clear sky
623,Tiarei,PF,-17.5333,-149.3333,82.42,77,44,9.33,scattered clouds
624,Ayan,RU,56.45,138.1667,28.26,78,53,3.29,broken clouds
625,Rewa,IN,24.5333,81.3,97.29,5,1,5.79,clear sky
626,Kiboga,UG,0.9161,31.7742,65.57,86,100,1.97,overcast clouds
627,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,68,98,10.29,overcast clouds
628,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,64,100,25.32,overcast clouds
629,San Joaquin,US,37.9333,-121.3011,66.36,47,0,12.66,clear sky
630,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.13,88,19,5.44,few clouds
631,Mlonggo,ID,-6.5333,110.7,86.32,66,61,5.19,broken clouds
632,Minas,UY,-34.3759,-55.2377,56.5,91,0,13.6,clear sky
633,La Libertad,EC,-2.2333,-80.9,75.38,83,100,7.92,overcast clouds
634,Adelaide,AU,-34.9333,138.6,75.92,47,0,16.11,clear sky
635,Assiniboia,CA,49.6334,-105.9845,39.02,45,100,10.36,overcast clouds
636,Karratha,AU,-20.7377,116.8463,90.59,51,3,12.57,clear sky
637,Tonj,SS,7.2737,28.6822,83.07,49,100,4.52,overcast clouds
638,Hay River,CA,60.8156,-115.7999,-2.24,84,20,4.61,few clouds
639,Jurmala,LV,56.968,23.7704,28.42,74,20,2.3,few clouds
640,Yokadouma,CM,3.5167,15.05,67.95,92,89,2.3,overcast clouds
641,Manta,EC,-0.95,-80.7333,76.78,88,75,9.22,broken clouds
642,Prince Rupert,CA,54.3161,-130.3201,37.09,93,100,26.46,mist
643,Nouadhibou,MR,20.931,-17.0347,62.82,83,0,11.1,clear sky
644,Byron Bay,AU,-28.65,153.6167,80.49,74,31,11.59,scattered clouds
645,Roseto Degli Abruzzi,IT,42.6664,14.0227,45.95,76,84,6.51,broken clouds
646,Kollam,IN,8.8833,76.6,84.56,69,36,1.74,scattered clouds
647,Hovd,MN,48.0056,91.6419,49.82,13,40,1.48,scattered clouds
648,Yangjiang,CN,21.85,111.9667,70.47,40,8,14.74,clear sky
649,Kurilsk,RU,45.2333,147.8833,36.57,69,51,18.01,broken clouds
650,Brae,GB,60.3964,-1.353,44.08,84,100,20.24,overcast clouds
651,Lembeni,TZ,-3.7833,37.6167,69.62,79,83,1.66,broken clouds
652,Mumford,GH,5.2618,-0.759,79.21,87,100,8.79,overcast clouds
653,Teluk Nibung,ID,3.001,99.8164,77.63,85,100,7.54,overcast clouds
654,Emmett,US,43.8735,-116.4993,47.75,50,0,3.8,clear sky
655,Wagar,SD,16.1525,36.2032,80.76,46,10,13.73,clear sky
656,Zhezkazgan,KZ,47.8043,67.7144,51.78,54,0,4.47,clear sky
657,Beringovskiy,RU,63.05,179.3167,4.37,89,100,13.0,overcast clouds
658,Mount Isa,AU,-20.7333,139.5,94.77,15,40,6.91,scattered clouds
659,Jiwani,PK,25.05,61.7417,80.89,59,87,5.39,overcast clouds
660,Tabou,CI,4.423,-7.3528,77.07,90,100,8.01,overcast clouds
661,Haines Junction,CA,60.7522,-137.5108,35.55,60,100,6.91,overcast clouds
662,Lahij,YE,13.1667,44.5833,81.05,38,1,4.7,clear sky
663,Neepawa,CA,50.2289,-99.4664,27.0,90,100,4.32,overcast clouds
664,Palu,ID,-0.8917,119.8707,81.14,84,100,5.32,overcast clouds
665,Kamaishi,JP,39.2667,141.8833,49.21,64,15,11.92,few clouds
666,Hamadan,IR,34.7992,48.5146,59.88,33,0,2.3,clear sky
667,Belyy Yar,RU,53.6039,91.3903,34.86,83,75,4.47,light shower sleet
668,Half Moon Bay,US,37.4636,-122.4286,62.62,72,0,17.27,haze
669,Tarko-Sale,RU,64.9225,77.785,15.91,88,90,8.84,overcast clouds
670,Sept-Iles,CA,50.2001,-66.3821,30.72,67,0,16.11,clear sky
671,Lubango,AO,-14.9172,13.4925,57.87,96,97,2.17,light rain
672,Gusau,NG,12.1628,6.6614,79.54,10,100,4.38,overcast clouds
673,Mezhdurechenskiy,RU,59.6,65.9333,26.13,84,99,8.63,overcast clouds
674,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,4.61,few clouds
675,Ende,ID,-8.8432,121.6623,87.12,60,62,3.96,broken clouds
