City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
391,Namibe,-15.1961,12.1522,71.51,83,91,8.12,AO,2022-04-02 17:37:42
392,Abha,18.2164,42.5053,69.62,28,0,8.05,SA,2022-04-02 17:37:42
393,Honiara,-9.4333,159.95,76.28,86,77,2.93,SB,2022-04-02 17:37:43
394,Cuamba,-14.8031,36.5372,69.37,96,48,2.28,MZ,2022-04-02 17:37:43
395,Juneau,58.3019,-134.4197,40.21,90,75,20.71,US,2022-04-02 17:37:43
396,Matagami,49.7502,-77.6328,37.51,56,0,12.66,CA,2022-04-02 17:37:44
397,Mahibadhoo,3.7833,72.9667,83.32,68,73,0.69,MV,2022-04-02 17:37:45
398,Medina,24.4686,39.6142,93.63,4,0,9.22,SA,2022-04-02 17:34:51
399,Najran,17.4924,44.1277,75.85,14,2,5.73,SA,2022-04-02 17:37:45
400,Kaliua,-5.0606,31.7936,72.1,74,95,2.86,TZ,2022-04-02 17:37:46
401,Mildura,-34.2,142.15,62.56,67,100,6.91,AU,2022-04-02 17:37:46
402,Miranda,3.2499,-76.2281,82.53,66,71,3.02,CO,2022-04-02 17:37:46
403,Katobu,-4.9408,122.5276,73.69,93,88,1.01,ID,2022-04-02 17:37:47
404,Diplo,24.4667,69.584,79.63,53,0,11.18,PK,2022-04-02 17:37:47
405,Campbell River,50.0163,-125.2446,45.93,87,75,11.5,CA,2022-04-02 17:37:48
406,Iqaluit,63.7506,-68.5145,26.33,86,75,6.91,CA,2022-04-02 17:37:48
407,Carndonagh,55.25,-7.2667,43.02,76,43,5.06,IE,2022-04-02 17:37:48
408,Port-Cartier,50.0334,-66.8654,39.42,82,99,20.11,CA,2022-04-02 17:37:49
409,Saint Augustine,29.8947,-81.3145,73.49,92,100,6.91,US,2022-04-02 17:37:49
410,Quixeramobim,-5.1992,-39.2928,84.4,61,98,2.51,BR,2022-04-02 17:37:50
411,Nisia Floresta,-6.0911,-35.2086,85.01,66,71,12.57,BR,2022-04-02 17:33:45
412,Inta,66.0317,60.1659,8.46,93,90,8.77,RU,2022-04-02 17:37:50
413,Along,28.1667,94.7667,66.27,96,26,1.77,IN,2022-04-02 17:37:51
414,Vila Do Maio,15.1333,-23.2167,77.79,80,47,17.27,CV,2022-04-02 17:35:30
415,Sire,12.9299,5.2043,94.44,5,100,7.87,NG,2022-04-02 17:38:51
416,Murud,18.3258,72.965,78.84,71,100,3.76,IN,2022-04-02 17:38:52
417,Kashi,39.4547,75.9797,61.81,33,100,0.0,CN,2022-04-02 17:38:52
418,Kloulklubed,7.0419,134.2556,75.7,75,100,4.52,PW,2022-04-02 17:34:35
419,Hofn,64.2539,-15.2082,45.46,70,100,7.11,IS,2022-04-02 17:38:52
420,Vigrestad,58.5667,5.7,40.59,78,63,19.08,NO,2022-04-02 17:38:53
421,San Lazaro,18.0387,-88.6622,91.81,43,48,12.03,BZ,2022-04-02 17:38:53
422,Sao Felix Do Xingu,-6.6447,-51.995,88.34,58,16,4.32,BR,2022-04-02 17:35:20
423,Norman Wells,65.282,-126.8329,-12.96,58,20,6.91,CA,2022-04-02 17:38:54
424,Uruguaiana,-29.7547,-57.0883,75.13,60,0,11.5,BR,2022-04-02 17:38:05
425,Trojes,41.756,19.962,48.69,87,88,5.86,AL,2022-04-02 17:38:54
426,Novi Bilokorovychi,51.1155,28.0546,33.55,98,100,7.31,UA,2022-04-02 17:38:55
427,Samarai,-10.6167,150.6667,78.87,82,98,7.67,PG,2022-04-02 17:38:55
428,Husavik,66.0449,-17.3389,37.8,91,100,4.25,IS,2022-04-02 17:38:56
429,Suba,10.8438,121.0102,82.56,76,81,23.53,PH,2022-04-02 17:38:56
430,Bataipora,-22.2953,-53.2711,77.7,64,82,7.23,BR,2022-04-02 17:38:56
431,Mount Isa,-20.7333,139.5,76.77,27,75,10.36,AU,2022-04-02 17:38:57
432,Sirnak,37.5228,42.4594,52.45,52,12,5.28,TR,2022-04-02 17:38:57
433,La Paz,-16.5,-68.15,57.18,66,75,6.91,BO,2022-04-02 17:38:58
434,Poso,-1.3959,120.7524,77.65,79,97,4.34,ID,2022-04-02 17:38:58
435,Cartagena Del Chaira,1.3349,-74.8429,76.35,94,99,4.5,CO,2022-04-02 17:38:58
436,Bengkulu,-3.8004,102.2655,76.89,81,96,4.63,ID,2022-04-02 17:38:59
437,Vao,-22.6667,167.4833,78.89,88,100,20.11,NC,2022-04-02 17:38:59
438,Shemordan,56.1856,50.3972,31.48,98,100,10.29,RU,2022-04-02 17:39:00
439,Henties Bay,-22.116,14.2845,62.02,81,2,7.94,NA,2022-04-02 17:39:00
440,Auki,-8.7676,160.7034,76.35,87,94,4.43,SB,2022-04-02 17:39:00
441,General Roca,-39.0333,-67.5833,84.61,15,14,13.6,AR,2022-04-02 17:39:01
442,Ndele,8.4109,20.6473,89.62,15,83,2.82,CF,2022-04-02 17:39:01
443,Caluquembe,-13.7833,14.6833,63.32,92,100,2.42,AO,2022-04-02 17:39:02
444,Nyurba,63.2842,118.3319,-5.85,100,67,3.4,RU,2022-04-02 17:39:02
445,Andahuaylas,-13.6556,-73.3872,59.09,87,75,6.78,PE,2022-04-02 17:39:03
446,Olinda,-8.0089,-34.8553,85.73,66,20,11.5,BR,2022-04-02 17:39:03
447,Morbegno,46.1383,9.57,48.38,87,92,6.13,IT,2022-04-02 17:39:04
448,Kotido,2.9806,34.1331,78.67,47,88,20.49,UG,2022-04-02 17:39:04
449,Sisimiut,66.9395,-53.6735,32.97,86,42,4.29,GL,2022-04-02 17:39:05
450,Miandrivazo,-19.5167,45.4667,76.82,77,6,1.54,MG,2022-04-02 17:39:05
451,Ribas Do Rio Pardo,-20.4431,-53.7592,77.9,68,87,7.25,BR,2022-04-02 17:39:05
452,Kudahuvadhoo,2.6708,72.8944,83.17,67,50,1.03,MV,2022-04-02 17:39:06
453,Mazamari,-11.3258,-74.5308,82.27,56,94,2.44,PE,2022-04-02 17:39:07
454,Alekseyevka,50.6309,38.6903,57.33,66,59,20.94,RU,2022-04-02 17:39:07
455,Hashtrud,37.4779,47.0508,56.71,39,23,4.38,IR,2022-04-02 17:39:08
456,Grindavik,63.8424,-22.4338,46.87,100,100,20.71,IS,2022-04-02 17:39:08
457,Marzuq,14.4,46.4667,72.05,39,4,6.17,YE,2022-04-02 17:39:10
458,Belyy Yar,53.6039,91.3903,38.86,93,40,13.42,RU,2022-04-02 17:39:10
459,Paraiso,9.8383,-83.8656,79.88,56,89,3.49,CR,2022-04-02 17:39:11
460,Geraldton,-28.7667,114.6,73.81,94,100,5.75,AU,2022-04-02 17:40:12
461,Ondjiva,-17.0667,15.7333,66.45,93,100,5.91,AO,2022-04-02 17:40:12
462,Wilmington,34.2257,-77.9447,69.94,51,0,8.05,US,2022-04-02 17:35:21
463,Nizhniy Odes,63.6445,54.856,8.47,95,88,2.77,RU,2022-04-02 17:40:13
464,Natchitoches,31.7668,-93.1335,74.25,52,75,0.0,US,2022-04-02 17:40:13
465,Post Falls,47.718,-116.9516,47.39,86,100,8.05,US,2022-04-02 17:40:14
466,Ossora,59.2353,163.0719,21.97,92,100,12.91,RU,2022-04-02 17:40:14
467,Cihuatlan,19.2366,-104.5651,86.52,38,84,9.26,MX,2022-04-02 17:40:15
468,Roebourne,-20.7833,117.1333,81.9,74,35,9.93,AU,2022-04-02 17:40:15
469,Portobelo,9.55,-79.65,90.95,73,63,10.38,PA,2022-04-02 17:40:15
470,Baykit,61.67,96.37,7.14,98,99,3.2,RU,2022-04-02 17:40:16
471,Kyrylivka,46.3759,35.3675,49.71,82,0,20.45,UA,2022-04-02 17:40:16
472,Vila Franca Do Campo,37.7167,-25.4333,61.21,64,13,5.68,PT,2022-04-02 17:40:17
473,Saint George,37.1041,-113.5841,69.8,27,0,3.44,US,2022-04-02 17:36:41
474,Vilyuysk,63.7553,121.6247,-3.08,100,100,2.01,RU,2022-04-02 17:40:17
475,Rancho Palos Verdes,33.7445,-118.387,62.44,86,100,4.61,US,2022-04-02 17:40:18
476,Tumut,-35.3,148.2167,53.28,95,100,0.67,AU,2022-04-02 17:35:38
477,Khuzdar,27.7384,66.6434,72.57,10,0,4.25,PK,2022-04-02 17:40:19
478,Caconda,-13.7333,15.0667,63.18,94,99,4.0,AO,2022-04-02 17:40:19
479,Aljezur,37.3191,-8.8033,60.03,50,100,1.28,PT,2022-04-02 17:40:20
480,Peniche,39.3558,-9.3811,57.56,54,100,15.32,PT,2022-04-02 17:40:20
481,Berdigestyakh,62.0989,126.6992,21.72,96,100,6.04,RU,2022-04-02 17:40:21
482,Cache Creek,50.8101,-121.3246,39.92,62,96,1.7,CA,2022-04-02 17:40:21
483,Rosarito,32.3333,-117.0333,61.63,78,93,7.43,MX,2022-04-02 17:40:22
484,Paamiut,61.994,-49.6678,34.61,87,96,2.1,GL,2022-04-02 17:40:22
485,Yar-Sale,66.8333,70.8333,3.49,93,39,8.72,RU,2022-04-02 17:40:23
486,Banda Aceh,5.5577,95.3222,80.08,81,98,5.61,ID,2022-04-02 17:40:23
487,Quatre Cocos,-20.2078,57.7625,74.08,86,100,16.91,MU,2022-04-02 17:40:24
488,Praia Da Vitoria,38.7333,-27.0667,64.65,72,20,12.86,PT,2022-04-02 17:40:24
489,Boca Do Acre,-8.7522,-67.3978,85.6,51,95,2.15,BR,2022-04-02 17:40:25
490,Ferme-Neuve,46.7001,-75.4493,37.11,60,85,7.61,CA,2022-04-02 17:40:25
491,Salalah,17.0151,54.0924,82.49,74,0,2.3,OM,2022-04-02 17:37:42
492,Walvis Bay,-22.9575,14.5053,61.75,77,10,8.05,NA,2022-04-02 17:40:26
493,Ostrovnoy,68.0531,39.5131,18.82,87,100,14.88,RU,2022-04-02 17:40:26
494,Port Blair,11.6667,92.75,82.44,78,40,3.44,IN,2022-04-02 17:40:27
495,Maceio,-9.6658,-35.7353,87.24,51,20,9.22,BR,2022-04-02 17:36:26
496,Riyadh,24.6877,46.7219,84.34,11,23,9.08,SA,2022-04-02 17:39:56
497,Harper,4.375,-7.7169,80.58,83,100,7.7,LR,2022-04-02 17:40:28
498,Ust-Maya,60.4167,134.5333,16.97,96,95,5.03,RU,2022-04-02 17:40:28
499,Pacific Grove,36.6177,-121.9166,60.21,91,100,3.0,US,2022-04-02 17:40:29
500,Dan Khun Thot,15.2085,101.7714,61.11,86,100,12.84,TH,2022-04-02 17:40:29
501,Ancud,-41.8697,-73.8203,50.23,73,99,18.66,CL,2022-04-02 17:40:30
502,Dungarpur,23.8333,73.7167,86.09,13,4,8.32,IN,2022-04-02 17:40:30
503,Mullovka,54.2,49.4,39.02,100,100,8.55,RU,2022-04-02 17:40:31
504,Ilulissat,69.2167,-51.1,33.82,64,20,2.3,GL,2022-04-02 17:40:31
505,Isparta,38.0,31.0,48.49,56,27,15.59,TR,2022-04-02 17:41:32
506,Bakchar,57.0186,82.0711,14.92,97,100,0.4,RU,2022-04-02 17:41:32
507,Phalombe,-15.8064,35.6507,67.48,96,37,3.24,MW,2022-04-02 17:41:33
508,Kulebaki,55.4133,42.5325,33.37,98,100,7.85,RU,2022-04-02 17:41:33
509,Beroroha,-21.6667,45.1667,78.31,54,65,2.1,MG,2022-04-02 17:41:34
510,Vengerovo,55.6848,76.7471,28.74,98,100,7.99,RU,2022-04-02 17:41:34
511,Zuwarah,32.9312,12.082,59.63,73,1,17.67,LY,2022-04-02 17:41:34
512,Arraias,-12.9288,-46.9437,90.66,24,3,6.82,BR,2022-04-02 17:41:35
513,Green Bay,44.5192,-88.0198,37.76,91,100,8.05,US,2022-04-02 17:41:36
514,Faya,18.3851,42.4509,69.91,20,2,8.39,SA,2022-04-02 17:41:36
515,Luziania,-16.2525,-47.9503,86.97,32,4,6.58,BR,2022-04-02 17:41:36
516,Manokwari,-0.8667,134.0833,79.09,80,100,5.32,ID,2022-04-02 17:41:37
517,Killybegs,54.6333,-8.45,47.91,65,67,12.84,IE,2022-04-02 17:41:37
518,Ostrov,57.3439,28.3537,35.33,75,99,7.76,RU,2022-04-02 17:41:37
519,Oranjestad,12.524,-70.027,85.95,62,40,23.02,AW,2022-04-02 17:40:46
520,Santa Maria,-29.6842,-53.8069,74.5,57,20,9.22,BR,2022-04-02 17:41:38
521,Ajdabiya,30.7554,20.2263,73.81,24,100,7.27,LY,2022-04-02 17:41:38
522,Pyaozerskiy,65.8333,31.1667,24.06,84,100,9.22,RU,2022-04-02 17:41:39
523,Chambersburg,39.9376,-77.6611,50.41,45,38,1.99,US,2022-04-02 17:39:24
524,Datong,40.0936,113.2914,39.78,28,1,4.36,CN,2022-04-02 17:41:39
525,Sur,22.5667,59.5289,82.67,38,13,5.79,OM,2022-04-02 17:36:51
526,Belmonte,-15.8631,-38.8828,83.34,62,30,6.93,BR,2022-04-02 17:41:40
527,Polewali,-3.4324,119.3435,76.26,84,100,2.73,ID,2022-04-02 17:41:40
528,Kutum,14.2,24.6667,81.64,7,76,11.74,SD,2022-04-02 17:41:41
529,Lethem,3.3803,-59.7968,94.33,38,97,12.77,GY,2022-04-02 17:41:41
530,Ambilobe,-13.2,49.05,73.44,95,8,2.21,MG,2022-04-02 17:41:42
531,Veinticinco De Mayo,-35.4323,-60.1727,72.99,45,0,15.01,AR,2022-04-02 17:41:42
532,Leningradskiy,69.3833,178.4167,-12.28,99,100,8.25,RU,2022-04-02 17:41:42
533,Moroni,-11.7022,43.2551,80.53,79,14,1.66,KM,2022-04-02 17:41:43
534,Xingcheng,40.6167,120.7167,43.48,67,0,9.33,CN,2022-04-02 17:41:43
535,Nara,34.6851,135.8049,48.49,66,100,4.36,JP,2022-04-02 17:41:44
536,Timiryazevskiy,56.49,84.8769,27.55,86,100,2.86,RU,2022-04-02 17:41:44
537,Saint-Joseph,-21.3667,55.6167,75.58,97,100,15.14,RE,2022-04-02 17:41:44
538,Neiafu,-18.65,-173.9833,81.75,75,51,12.01,TO,2022-04-02 17:41:45
539,De-Kastri,51.4667,140.7833,25.9,86,95,4.56,RU,2022-04-02 17:41:45
540,Tawala,9.5542,123.7696,79.97,81,100,12.3,PH,2022-04-02 17:41:46
541,Noumea,-22.2763,166.4572,82.99,99,99,11.14,NC,2022-04-02 17:39:27
542,Ambon,-3.6954,128.1814,78.94,83,40,4.61,ID,2022-04-02 17:41:46
543,Pundaguitan,6.3711,126.1689,79.2,82,100,9.28,PH,2022-04-02 17:41:47
544,Klyuchi,52.2667,79.1667,34.74,95,100,5.79,RU,2022-04-02 17:38:11
545,Puerto Maldonado,-12.6,-69.1833,79.2,53,0,5.75,PE,2022-04-02 17:41:47
546,Adrar,20.5022,-10.0711,94.21,9,9,15.28,MR,2022-04-02 17:41:48
547,Soe,-9.8607,124.284,62.51,90,11,3.78,ID,2022-04-02 17:41:48
548,Mugumu,-1.85,34.7,61.41,91,85,3.38,TZ,2022-04-02 17:41:49
549,Hue,16.4667,107.6,64.51,100,75,10.36,VN,2022-04-02 17:41:49
550,Sunrise Manor,36.2111,-115.0731,80.82,22,0,5.01,US,2022-04-02 17:37:12
551,Washougal,45.5826,-122.3534,53.15,81,100,3.44,US,2022-04-02 17:42:50
552,Nkhotakota,-12.9274,34.2961,74.23,82,30,3.31,MW,2022-04-02 17:42:50
553,Caravelas,-17.7125,-39.2481,84.07,59,13,8.28,BR,2022-04-02 17:42:51
554,Moron,-34.6534,-58.6198,73.02,53,0,10.31,AR,2022-04-02 17:42:51
555,Abu Kamal,34.4506,40.9171,77.92,15,9,13.44,SY,2022-04-02 17:42:51
556,Porto Santo,33.072,-16.3415,64.78,59,20,11.5,PT,2022-04-02 17:42:52
557,Kolyvan,55.3053,82.7391,33.42,96,100,1.57,RU,2022-04-02 17:42:52
558,Ust-Nera,64.5667,143.2,-7.55,99,98,1.5,RU,2022-04-02 17:42:53
559,Celica,-4.1167,-79.95,69.8,77,81,5.35,EC,2022-04-02 17:42:54
560,Hovd,48.0056,91.6419,38.93,32,100,6.91,MN,2022-04-02 17:42:54
561,Leh,34.1667,77.5833,28.78,60,63,3.02,IN,2022-04-02 17:42:55
562,Iwaki,37.05,140.8833,32.77,76,50,4.12,JP,2022-04-02 17:42:55
563,Alvarado,18.7667,-95.7667,80.1,70,69,9.46,MX,2022-04-02 17:42:55
564,Kilindoni,-7.9139,39.6668,82.36,75,15,10.58,TZ,2022-04-02 17:42:56
565,Garden Acres,37.9638,-121.2294,67.15,59,0,10.36,US,2022-04-02 17:42:56
566,Mareeba,-17.0,145.4333,70.52,98,83,2.06,AU,2022-04-02 17:42:57
567,Vostok,46.4856,135.8833,19.92,84,8,6.8,RU,2022-04-02 17:42:57
568,San Vicente,-26.6167,-54.1333,75.06,56,57,2.1,AR,2022-04-02 17:42:58
569,Magadan,59.5667,150.8,7.54,82,100,5.7,RU,2022-04-02 17:42:58
570,Sabang,5.8933,95.3214,82.09,74,100,6.93,ID,2022-04-02 17:42:58
571,Macas,-2.3167,-78.1167,73.15,83,75,5.75,EC,2022-04-02 17:42:59
572,Comodoro Rivadavia,-45.8667,-67.5,71.46,33,0,13.8,AR,2022-04-02 17:42:15
573,Vila,42.0304,-8.1588,49.08,38,0,7.74,PT,2022-04-02 17:42:59
574,Cairns,-16.9167,145.7667,75.15,88,89,1.14,AU,2022-04-02 17:43:00
575,Atlantic City,39.3643,-74.4229,55.18,35,0,4.61,US,2022-04-02 17:40:43
576,La Rioja,42.25,-2.5,35.38,90,100,8.03,ES,2022-04-02 17:43:00
577,Pijijiapan,15.7011,-93.23,93.96,39,2,11.32,MX,2022-04-02 17:43:01
578,Zhezkazgan,47.8043,67.7144,48.27,48,20,5.39,KZ,2022-04-02 17:43:01
579,Utrecht,52.0,5.25,42.04,55,91,5.01,NL,2022-04-02 17:39:08
580,Fortuna,40.5982,-124.1573,55.92,75,20,13.8,US,2022-04-02 17:43:02
581,Tiarei,-17.5333,-149.3333,80.62,76,95,11.99,PF,2022-04-02 17:43:02
582,Brae,60.3964,-1.353,40.75,75,91,18.03,GB,2022-04-02 17:43:03
583,Houma,29.5958,-90.7195,72.0,91,75,8.05,US,2022-04-02 17:38:27
584,Santa Cruz,-17.8,-63.1667,78.85,38,20,5.75,BO,2022-04-02 17:43:04
585,Florida,28.7505,-82.5001,80.58,94,100,13.8,US,2022-04-02 17:39:01
586,Ngaoundere,7.3167,13.5833,79.23,13,36,5.03,CM,2022-04-02 17:43:04
587,Bintulu,3.1667,113.0333,77.41,94,20,1.14,MY,2022-04-02 17:43:05
